Students	10000
6451	4 17 8 21
6452	19 22 4 12
6453	6 15 20 19
6454	31 36 40 3
6455	16 33 39 10
6456	36 4 24 39
6457	15 13 1 17
6458	23 27 32 33
6459	6 37 23 27
6460	23 37 4 21
6461	21 34 36 1
6462	8 7 33 9
6463	28 1 40 32
6464	38 40 33 28
6465	11 15 40 6
6466	31 22 28 39
6467	8 28 11 38
6468	39 34 5 17
6469	21 6 19 20
6470	11 2 1 13
6471	32 19 20 2
6472	5 32 37 26
6473	29 2 40 30
6474	3 38 14 16
6475	10 14 26 1
6476	24 17 13 22
6477	8 17 16 29
6478	24 14 28 25
6479	29 5 8 19
6480	24 30 2 21
6481	2 24 23 33
6482	20 35 7 17
6483	30 25 24 18
6484	40 18 24 5
6485	28 3 18 15
6486	4 17 11 22
6487	24 9 10 20
6488	7 3 30 40
6489	37 2 40 32
6490	12 16 2 18
6491	38 12 5 19
6492	25 38 2 8
6493	13 40 2 30
6494	5 22 30 9
6495	21 13 29 22
6496	36 32 28 4
6497	40 31 12 1
6498	7 9 19 8
6499	12 11 25 9
6500	40 22 17 26
6501	26 29 14 40
6502	36 18 26 30
6503	39 5 20 15
6504	39 12 1 2
6505	34 24 40 3
6506	3 28 25 9
6507	38 9 5 21
6508	6 3 8 38
6509	23 7 40 2
6510	21 3 34 25
6511	6 8 18 35
6512	23 1 36 38
6513	1 40 36 24
6514	2 36 15 29
6515	28 29 40 39
6516	6 7 20 25
6517	8 3 11 20
6518	10 2 23 27
6519	23 22 24 6
6520	1 18 24 15
6521	20 15 23 12
6522	19 16 1 31
6523	37 6 36 22
6524	17 11 37 13
6525	39 34 26 35
6526	32 33 1 10
6527	13 25 33 22
6528	30 13 24 1
6529	26 21 34 28
6530	11 24 14 17
6531	17 10 18 36
6532	25 36 31 17
6533	18 3 30 8
6534	29 26 24 6
6535	40 30 17 29
6536	19 14 5 29
6537	11 31 35 39
6538	38 14 5 15
6539	39 35 7 15
6540	38 8 3 1
6541	21 28 27 20
6542	19 9 36 6
6543	14 39 33 24
6544	22 2 6 14
6545	30 17 33 29
6546	36 26 39 8
6547	40 1 7 24
6548	32 39 31 34
6549	37 5 3 1
6550	39 23 24 36
6551	17 31 29 10
6552	2 14 35 40
6553	32 1 20 23
6554	2 25 37 35
6555	32 1 4 24
6556	5 36 29 3
6557	21 11 19 15
6558	15 22 9 14
6559	28 36 6 35
6560	39 20 3 12
6561	27 36 13 4
6562	9 36 32 10
6563	4 36 32 12
6564	35 38 36 27
6565	12 2 21 38
6566	7 15 28 6
6567	28 32 25 6
6568	14 39 16 24
6569	8 35 1 23
6570	5 12 27 8
6571	32 6 36 10
6572	24 22 17 3
6573	38 28 4 10
6574	21 1 24 25
6575	7 15 19 38
6576	19 15 6 1
6577	37 34 18 7
6578	36 34 11 33
6579	36 3 4 18
6580	14 27 38 16
6581	18 8 40 1
6582	6 4 35 38
6583	5 19 21 37
6584	30 6 33 2
6585	25 8 34 17
6586	40 39 1 36
6587	40 36 8 12
6588	7 36 29 9
6589	37 33 16 25
6590	5 22 36 40
6591	25 3 8 17
6592	36 5 24 21
6593	1 25 18 6
6594	8 5 18 1
6595	24 23 37 1
6596	17 30 26 20
6597	32 36 28 22
6598	37 28 3 32
6599	21 3 4 32
6600	20 22 2 9
6601	10 25 29 32
6602	14 30 5 2
6603	7 4 40 23
6604	14 26 36 38
6605	4 23 26 27
6606	5 28 7 10
6607	32 21 34 8
6608	36 31 9 1
6609	26 11 27 37
6610	29 12 39 13
6611	29 24 27 7
6612	17 10 4 31
6613	9 30 15 1
6614	25 34 15 38
6615	32 1 15 18
6616	22 31 5 12
6617	14 40 36 29
6618	29 24 11 10
6619	3 5 10 6
6620	26 13 30 33
6621	20 28 27 4
6622	29 18 3 9
6623	26 22 12 21
6624	16 22 12 28
6625	6 18 32 7
6626	39 1 2 30
6627	13 5 22 25
6628	37 24 40 7
6629	39 28 37 16
6630	6 24 23 35
6631	30 25 33 36
6632	18 2 38 10
6633	20 1 25 28
6634	11 21 26 5
6635	2 33 31 11
6636	17 5 7 10
6637	29 17 34 40
6638	38 22 4 32
6639	36 11 39 10
6640	5 29 25 12
6641	17 39 36 7
6642	18 3 13 40
6643	10 12 25 8
6644	23 9 2 37
6645	40 26 5 3
6646	35 28 38 1
6647	4 38 15 33
6648	36 5 31 32
6649	10 12 36 15
6650	13 2 30 32
6651	19 18 20 25
6652	25 23 17 13
6653	33 39 35 25
6654	30 3 8 15
6655	15 40 39 29
6656	24 15 14 32
6657	1 16 7 6
6658	32 29 11 3
6659	28 31 12 32
6660	4 27 21 39
6661	1 16 33 12
6662	10 16 39 11
6663	6 33 8 16
6664	1 5 25 10
6665	12 4 32 23
6666	30 31 21 20
6667	30 10 24 4
6668	10 1 7 21
6669	17 11 31 23
6670	31 11 29 37
6671	26 13 39 27
6672	11 28 15 34
6673	11 33 26 8
6674	37 11 18 30
6675	32 13 37 3
6676	3 18 38 27
6677	39 8 6 30
6678	4 36 39 18
6679	28 26 2 31
6680	19 36 3 10
6681	20 35 2 22
6682	32 14 13 40
6683	12 9 29 18
6684	29 35 3 7
6685	13 29 18 11
6686	3 7 15 17
6687	26 16 33 11
6688	34 17 11 18
6689	10 25 6 9
6690	15 11 4 17
6691	27 34 32 20
6692	7 9 30 40
6693	26 24 13 23
6694	5 39 7 26
6695	24 6 15 12
6696	24 18 12 39
6697	35 36 30 28
6698	4 14 9 25
6699	22 7 20 30
6700	29 4 24 5
6701	40 13 18 29
6702	11 4 36 16
6703	5 38 29 34
6704	9 11 16 31
6705	21 36 6 31
6706	27 18 34 24
6707	33 25 39 6
6708	16 19 28 38
6709	23 12 35 18
6710	23 21 4 35
6711	13 7 3 39
6712	21 18 27 10
6713	39 23 17 20
6714	10 40 39 22
6715	5 17 15 16
6716	8 22 38 16
6717	13 20 39 3
6718	1 10 23 26
6719	11 16 4 17
6720	4 30 33 31
6721	35 3 1 5
6722	5 30 26 2
6723	12 26 8 24
6724	23 11 7 17
6725	17 10 11 33
6726	25 7 17 28
6727	20 38 40 28
6728	31 19 24 39
6729	20 8 39 9
6730	33 24 17 39
6731	19 28 9 8
6732	28 34 26 8
6733	3 35 26 8
6734	24 25 29 26
6735	15 25 39 26
6736	24 4 22 37
6737	34 35 4 18
6738	8 40 22 25
6739	26 38 11 27
6740	30 24 36 37
6741	30 36 13 5
6742	34 18 10 16
6743	38 39 1 8
6744	2 16 27 39
6745	30 3 27 2
6746	30 8 6 3
6747	15 13 9 2
6748	30 18 26 32
6749	38 20 31 13
6750	12 26 27 33
6751	25 33 9 7
6752	16 13 18 32
6753	40 9 20 12
6754	16 27 20 40
6755	24 1 39 15
6756	14 7 8 15
6757	20 10 27 31
6758	31 22 7 32
6759	28 9 17 11
6760	7 38 2 25
6761	10 2 36 18
6762	29 4 37 15
6763	34 4 7 22
6764	10 8 16 5
6765	2 13 27 31
6766	22 1 14 36
6767	19 21 36 7
6768	2 28 1 33
6769	39 9 22 2
6770	7 15 21 22
6771	29 39 30 13
6772	22 29 15 20
6773	12 26 10 8
6774	28 37 12 14
6775	1 30 16 36
6776	15 23 18 11
6777	18 31 30 15
6778	5 10 8 7
6779	20 38 29 33
6780	24 18 3 26
6781	32 25 1 9
6782	6 18 34 40
6783	18 13 36 7
6784	25 30 16 7
6785	35 5 38 2
6786	4 10 15 8
6787	25 12 8 5
6788	38 22 5 12
6789	11 37 31 26
6790	36 6 9 1
6791	8 9 33 13
6792	1 24 30 17
6793	30 36 22 11
6794	13 15 35 26
6795	17 9 32 14
6796	7 1 28 39
6797	18 9 7 4
6798	37 18 23 33
6799	39 6 23 30
6800	16 10 26 14
6801	5 22 20 25
6802	27 13 29 24
6803	1 28 29 10
6804	8 24 21 23
6805	1 24 39 7
6806	21 24 1 4
6807	40 36 34 19
6808	5 17 3 26
6809	36 2 18 14
6810	11 33 12 32
6811	34 13 38 36
6812	35 2 3 32
6813	7 31 11 14
6814	37 19 10 1
6815	39 23 7 32
6816	12 35 32 6
6817	28 21 5 31
6818	12 16 25 32
6819	12 5 37 38
6820	27 13 34 40
6821	19 13 31 18
6822	4 21 18 17
6823	4 19 7 16
6824	3 16 30 2
6825	11 31 28 14
6826	27 33 18 31
6827	11 5 28 9
6828	14 35 37 6
6829	40 36 34 24
6830	34 35 39 28
6831	10 5 37 15
6832	10 36 13 1
6833	10 37 2 7
6834	4 12 26 30
6835	33 37 5 26
6836	30 27 28 20
6837	1 8 16 22
6838	20 23 26 9
6839	10 36 19 35
6840	35 22 19 14
6841	28 27 37 38
6842	32 8 6 17
6843	20 37 3 26
6844	10 19 21 28
6845	31 12 11 4
6846	17 37 11 40
6847	28 4 18 6
6848	32 12 14 40
6849	22 1 39 13
6850	6 21 19 13
6851	28 26 7 13
6852	9 12 25 5
6853	26 6 29 19
6854	19 13 10 20
6855	9 22 31 17
6856	26 9 24 7
6857	19 25 5 23
6858	14 30 18 15
6859	23 28 33 4
6860	34 13 35 16
6861	31 37 3 13
6862	30 33 18 21
6863	11 36 18 13
6864	38 7 21 35
6865	19 2 16 24
6866	1 33 23 14
6867	29 40 35 37
6868	14 2 27 35
6869	22 3 30 36
6870	38 7 27 13
6871	21 2 6 15
6872	8 1 29 33
6873	14 16 7 34
6874	8 2 24 1
6875	23 18 35 1
6876	35 15 13 16
6877	15 35 20 6
6878	4 5 30 2
6879	34 37 18 19
6880	7 30 35 37
6881	15 5 12 32
6882	20 29 10 4
6883	15 6 39 18
6884	40 38 28 34
6885	17 11 5 2
6886	36 10 13 2
6887	37 21 27 34
6888	20 37 15 5
6889	16 12 26 1
6890	29 5 4 8
6891	4 32 15 38
6892	19 31 20 28
6893	30 15 34 40
6894	18 22 17 35
6895	23 4 40 3
6896	20 17 22 23
6897	4 39 31 10
6898	3 26 34 31
6899	28 5 4 25
6900	34 15 36 26
6901	28 25 21 31
6902	8 32 11 17
6903	20 26 11 15
6904	6 39 17 31
6905	36 16 40 23
6906	8 35 5 10
6907	21 32 9 25
6908	34 23 24 36
6909	36 39 31 17
6910	40 29 26 18
6911	31 8 6 32
6912	10 29 9 25
6913	3 1 8 35
6914	22 30 16 10
6915	15 10 35 13
6916	30 4 25 28
6917	8 35 4 24
6918	9 38 2 18
6919	25 3 35 33
6920	27 25 1 38
6921	26 3 9 7
6922	14 15 23 40
6923	34 23 37 26
6924	40 2 37 26
6925	25 35 24 10
6926	37 1 30 36
6927	29 28 23 30
6928	3 2 7 9
6929	36 21 18 1
6930	19 16 22 21
6931	3 37 19 20
6932	2 32 7 28
6933	27 1 22 5
6934	4 11 38 39
6935	1 32 4 35
6936	7 25 11 28
6937	15 26 29 40
6938	13 1 23 36
6939	11 30 40 7
6940	18 34 17 3
6941	20 9 11 6
6942	38 6 4 25
6943	7 34 1 13
6944	31 12 6 8
6945	22 28 26 21
6946	38 19 6 8
6947	38 37 1 30
6948	1 36 13 6
6949	18 29 32 34
6950	5 26 17 25
6951	29 34 12 40
6952	13 30 35 6
6953	13 8 2 40
6954	32 14 29 11
6955	13 31 35 2
6956	23 12 16 8
6957	14 15 12 16
6958	17 32 14 26
6959	17 13 33 5
6960	28 37 39 33
6961	36 7 1 3
6962	23 17 29 11
6963	39 18 35 9
6964	40 25 18 2
6965	33 31 9 6
6966	37 5 35 16
6967	27 8 40 20
6968	23 24 22 14
6969	2 24 26 19
6970	4 30 32 13
6971	17 15 23 3
6972	14 10 11 22
6973	24 17 12 23
6974	12 17 5 14
6975	13 9 3 39
6976	2 36 10 8
6977	40 32 28 5
6978	31 34 39 28
6979	29 3 12 33
6980	40 17 1 28
6981	12 22 15 13
6982	8 15 40 23
6983	37 4 11 25
6984	22 5 1 31
6985	19 24 33 36
6986	33 31 11 24
6987	19 26 38 15
6988	8 34 26 5
6989	35 26 34 14
6990	19 39 36 32
6991	34 16 15 27
6992	29 7 18 8
6993	23 33 27 20
6994	16 18 12 30
6995	18 40 11 17
6996	31 17 28 37
6997	36 6 5 14
6998	30 31 22 27
6999	23 13 16 34
7000	14 39 12 30
7001	40 30 31 17
7002	20 13 11 16
7003	21 40 18 12
7004	4 32 31 39
7005	2 22 5 34
7006	36 14 27 31
7007	8 34 18 35
7008	17 12 14 38
7009	20 19 34 7
7010	2 4 35 6
7011	7 20 17 9
7012	14 5 39 10
7013	29 15 9 5
7014	16 35 18 14
7015	34 7 24 14
7016	19 23 2 36
7017	8 33 11 10
7018	18 38 30 29
7019	3 35 28 20
7020	35 17 22 15
7021	4 7 18 32
7022	5 8 14 39
7023	13 28 15 26
7024	38 9 22 20
7025	23 22 12 38
7026	32 10 13 5
7027	10 16 6 13
7028	28 17 33 3
7029	10 12 34 35
7030	2 31 3 21
7031	15 35 33 23
7032	22 7 19 1
7033	11 2 34 5
7034	29 24 1 32
7035	36 25 32 20
7036	1 40 16 9
7037	36 19 23 9
7038	36 23 7 31
7039	23 24 4 10
7040	19 33 18 35
7041	15 10 6 28
7042	8 32 31 7
7043	1 37 20 27
7044	28 7 32 24
7045	28 32 39 26
7046	7 37 33 38
7047	38 31 10 11
7048	24 40 5 9
7049	12 11 34 38
7050	13 9 25 39
7051	31 15 33 18
7052	1 21 34 19
7053	27 25 20 28
7054	5 36 28 18
7055	13 17 37 31
7056	18 38 5 19
7057	16 10 21 35
7058	36 35 30 9
7059	30 37 39 24
7060	13 7 15 25
7061	32 30 9 21
7062	25 38 10 20
7063	36 32 33 5
7064	34 11 8 38
7065	31 3 39 12
7066	40 12 9 34
7067	5 2 30 3
7068	22 31 39 11
7069	7 37 39 34
7070	18 37 6 26
7071	25 32 40 26
7072	32 11 20 23
7073	30 13 32 23
7074	23 22 21 5
7075	4 25 27 8
7076	31 13 18 20
7077	9 2 19 40
7078	37 40 7 16
7079	22 35 2 6
7080	33 3 15 16
7081	37 15 28 16
7082	4 23 27 37
7083	35 9 22 3
7084	4 34 40 35
7085	9 22 23 32
7086	8 11 25 5
7087	30 38 9 37
7088	33 25 20 11
7089	8 40 18 10
7090	16 12 7 30
7091	14 5 21 25
7092	4 12 40 11
7093	40 29 7 15
7094	18 20 3 30
7095	31 39 11 20
7096	28 32 10 23
7097	30 12 25 14
7098	16 7 5 10
7099	34 16 13 37
7100	26 32 7 4
7101	1 38 21 23
7102	15 13 20 35
7103	13 27 31 34
7104	32 13 29 14
7105	23 12 31 20
7106	8 28 30 17
7107	20 11 31 27
7108	26 11 8 34
7109	36 13 25 2
7110	14 6 21 1
7111	30 7 38 1
7112	14 4 36 26
7113	14 24 9 34
7114	12 9 36 25
7115	39 31 29 8
7116	13 28 15 21
7117	35 21 22 9
7118	15 21 16 17
7119	19 5 1 22
7120	20 16 4 37
7121	22 18 8 7
7122	6 9 24 17
7123	12 5 29 17
7124	40 16 29 27
7125	34 39 16 7
7126	14 33 1 37
7127	23 15 34 6
7128	34 3 11 27
7129	18 15 32 35
7130	4 1 14 3
7131	18 26 8 16
7132	39 7 6 19
7133	3 27 34 22
7134	24 5 3 40
7135	28 6 7 32
7136	3 15 7 8
7137	10 28 30 34
7138	2 25 21 14
7139	4 15 36 18
7140	36 35 6 32
7141	37 40 12 38
7142	12 2 16 23
7143	15 30 2 14
7144	27 36 3 12
7145	14 34 18 4
7146	24 40 30 6
7147	25 39 27 18
7148	34 33 14 1
7149	24 22 17 10
7150	11 15 39 29
7151	16 32 8 6
7152	27 4 2 3
7153	30 21 2 22
7154	11 15 29 17
7155	33 3 20 4
7156	40 22 25 16
7157	26 1 19 7
7158	33 5 32 8
7159	28 5 37 4
7160	40 20 34 11
7161	20 29 34 13
7162	6 38 16 28
7163	13 3 38 10
7164	39 11 33 37
7165	3 27 18 30
7166	31 16 37 17
7167	30 22 12 2
7168	37 4 38 34
7169	32 30 25 21
7170	12 23 16 38
7171	36 11 8 16
7172	38 24 26 13
7173	13 25 30 18
7174	14 20 35 7
7175	25 1 27 12
7176	13 1 10 4
7177	2 37 3 26
7178	28 8 17 32
7179	14 10 37 5
7180	9 24 36 38
7181	19 35 33 24
7182	29 23 6 19
7183	1 34 30 7
7184	36 35 2 15
7185	36 38 7 30
7186	11 6 12 31
7187	29 22 21 24
7188	28 20 3 21
7189	36 40 37 18
7190	27 37 39 2
7191	15 31 8 33
7192	2 35 32 28
7193	29 33 26 9
7194	27 22 20 8
7195	15 19 34 38
7196	31 20 9 6
7197	21 28 38 12
7198	39 24 18 36
7199	39 11 37 2
7200	13 8 9 40
7201	14 16 21 17
7202	34 28 23 9
7203	7 15 14 20
7204	8 5 24 31
7205	31 1 26 35
7206	10 26 4 23
7207	28 38 27 15
7208	40 29 37 20
7209	20 40 30 8
7210	9 14 32 25
7211	23 33 11 37
7212	30 38 37 35
7213	7 26 30 3
7214	31 17 6 1
7215	5 13 21 18
7216	38 24 17 6
7217	25 35 33 27
7218	5 18 19 13
7219	19 18 38 12
7220	30 26 21 2
7221	40 1 6 35
7222	24 27 12 5
7223	28 29 7 37
7224	6 19 28 38
7225	33 9 3 32
7226	23 35 4 22
7227	36 33 11 40
7228	22 26 31 39
7229	33 6 19 1
7230	13 2 34 29
7231	22 35 29 23
7232	16 21 20 38
7233	40 23 8 4
7234	15 3 2 31
7235	20 37 10 31
7236	40 37 6 30
7237	39 22 33 18
7238	18 3 25 21
7239	6 4 21 2
7240	26 39 23 16
7241	20 7 21 40
7242	16 10 7 19
7243	32 6 21 10
7244	32 29 40 34
7245	12 4 37 31
7246	31 18 26 17
7247	5 36 29 40
7248	4 19 25 33
7249	12 6 36 14
7250	33 27 6 15
7251	12 35 13 15
7252	10 18 19 35
7253	24 37 40 23
7254	12 37 24 13
7255	7 4 11 5
7256	7 13 27 20
7257	34 39 25 18
7258	25 33 18 7
7259	26 14 13 7
7260	15 33 34 24
7261	37 19 5 12
7262	15 35 14 6
7263	6 30 5 13
7264	2 31 32 8
7265	39 36 34 40
7266	23 20 11 1
7267	26 3 11 33
7268	10 38 4 27
7269	6 31 29 2
7270	8 35 28 13
7271	9 10 21 25
7272	29 14 22 5
7273	22 5 26 2
7274	40 32 28 21
7275	40 31 32 8
7276	20 30 11 4
7277	38 16 1 33
7278	23 16 36 30
7279	4 38 18 9
7280	27 20 23 21
7281	36 33 7 13
7282	30 17 18 35
7283	26 27 36 39
7284	22 23 28 18
7285	1 37 40 38
7286	31 35 15 12
7287	15 4 31 29
7288	10 26 31 5
7289	16 32 3 36
7290	28 29 22 24
7291	2 26 13 8
7292	25 12 2 16
7293	35 23 2 6
7294	32 20 19 39
7295	5 37 6 21
7296	14 11 12 19
7297	36 29 22 18
7298	32 12 9 5
7299	15 26 39 12
7300	19 6 27 4
7301	27 17 28 35
7302	15 30 33 19
7303	25 28 37 40
7304	39 37 11 22
7305	22 23 5 14
7306	9 19 14 5
7307	17 30 32 28
7308	9 17 31 12
7309	22 18 24 7
7310	12 22 6 14
7311	13 10 6 40
7312	13 15 39 19
7313	18 32 8 40
7314	34 28 22 13
7315	37 22 35 39
7316	28 1 10 9
7317	24 32 8 2
7318	1 38 2 31
7319	22 5 20 19
7320	12 26 19 11
7321	2 18 1 38
7322	18 36 13 38
7323	31 38 14 32
7324	21 19 12 14
7325	40 22 7 2
7326	2 12 22 16
7327	25 31 7 36
7328	40 18 9 36
7329	39 28 25 23
7330	40 37 18 31
7331	32 7 11 5
7332	2 34 24 6
7333	30 11 6 4
7334	30 27 40 37
7335	11 1 34 17
7336	25 15 2 21
7337	25 11 34 18
7338	35 30 2 14
7339	22 17 18 31
7340	33 22 5 32
7341	40 20 13 9
7342	23 37 4 30
7343	7 28 25 34
7344	33 21 14 4
7345	33 23 16 8
7346	6 11 26 27
7347	20 19 7 2
7348	18 37 23 22
7349	30 27 33 3
7350	21 6 18 4
7351	16 31 37 38
7352	8 20 2 3
7353	27 30 19 22
7354	27 26 34 1
7355	24 39 30 4
7356	34 3 37 24
7357	9 8 39 15
7358	24 26 8 34
7359	17 10 24 1
7360	23 22 35 31
7361	10 29 13 5
7362	12 29 22 34
7363	22 7 10 2
7364	21 1 24 27
7365	37 2 20 4
7366	4 15 3 9
7367	14 22 1 4
7368	25 23 34 27
7369	37 20 5 17
7370	29 4 39 33
7371	30 15 23 19
7372	25 14 10 38
7373	38 13 25 1
7374	22 13 15 16
7375	21 19 10 6
7376	27 24 33 22
7377	16 37 12 18
7378	12 25 24 37
7379	37 25 1 18
7380	29 24 32 15
7381	10 37 13 5
7382	18 40 22 8
7383	5 19 37 35
7384	23 30 12 21
7385	39 37 22 13
7386	23 5 14 12
7387	40 21 22 31
7388	7 34 14 27
7389	7 2 24 33
7390	7 26 3 17
7391	17 27 16 15
7392	18 4 10 27
7393	1 34 26 11
7394	31 10 13 3
7395	25 35 16 24
7396	33 29 30 20
7397	1 5 9 26
7398	29 9 34 2
7399	7 31 13 17
7400	32 2 35 31
7401	23 32 27 39
7402	36 18 23 37
7403	17 38 11 26
7404	33 30 31 4
7405	10 18 1 19
7406	10 16 2 28
7407	30 18 36 34
7408	29 18 34 35
7409	16 29 12 14
7410	35 2 30 31
7411	18 9 30 28
7412	10 36 37 35
7413	33 10 22 16
7414	17 18 12 4
7415	10 31 21 9
7416	5 31 1 6
7417	8 36 6 2
7418	17 30 12 29
7419	24 11 23 26
7420	14 11 15 24
7421	11 15 3 26
7422	7 19 21 16
7423	18 11 38 31
7424	4 36 38 33
7425	3 19 7 9
7426	19 25 22 34
7427	31 23 38 13
7428	1 3 26 18
7429	36 1 40 14
7430	17 28 20 19
7431	6 22 35 40
7432	21 28 29 6
7433	16 14 13 11
7434	9 28 17 14
7435	29 19 13 18
7436	30 22 35 39
7437	28 32 11 30
7438	13 33 36 24
7439	18 13 14 20
7440	25 2 39 36
7441	27 17 29 11
7442	8 15 2 16
7443	29 21 7 12
7444	28 27 9 36
7445	19 12 21 2
7446	36 13 37 4
7447	6 34 11 38
7448	30 22 8 20
7449	9 17 35 23
7450	3 8 10 9
7451	8 38 10 31
7452	4 26 1 12
7453	29 15 36 27
7454	12 2 25 19
7455	2 33 18 1
7456	15 36 40 8
7457	31 8 30 4
7458	37 28 25 2
7459	5 26 8 25
7460	17 35 27 3
7461	20 36 19 33
7462	9 12 24 14
7463	11 31 37 16
7464	11 4 13 18
7465	4 25 35 33
7466	25 4 40 10
7467	2 8 23 21
7468	22 12 16 26
7469	2 17 18 37
7470	25 5 40 24
7471	14 13 4 6
7472	12 23 34 11
7473	31 1 2 22
7474	35 38 21 30
7475	23 12 37 10
7476	39 6 2 7
7477	12 22 9 11
7478	13 24 35 31
7479	28 39 30 33
7480	3 17 2 18
7481	20 10 1 5
7482	25 10 31 5
7483	2 21 11 40
7484	20 33 35 27
7485	36 15 20 35
7486	35 5 3 30
7487	17 25 39 32
7488	6 4 35 32
7489	24 8 27 25
7490	33 15 10 29
7491	8 22 1 39
7492	26 23 18 7
7493	26 10 24 1
7494	33 11 31 29
7495	37 20 34 35
7496	7 32 9 10
7497	26 32 19 3
7498	13 15 37 30
7499	27 13 20 19
7500	28 22 33 12
7501	21 8 19 38
7502	24 18 20 17
7503	37 12 21 10
7504	26 15 6 2
7505	14 26 24 37
7506	2 14 11 27
7507	14 33 13 9
7508	24 22 15 3
7509	20 19 8 40
7510	40 11 39 15
7511	17 14 7 40
7512	14 8 24 29
7513	8 11 3 38
7514	24 17 23 40
7515	19 9 18 31
7516	19 31 40 25
7517	37 24 15 17
7518	7 40 33 14
7519	27 16 36 32
7520	40 18 33 16
7521	9 25 40 20
7522	27 20 16 12
7523	21 30 37 15
7524	37 23 13 17
7525	38 8 31 32
7526	14 2 13 8
7527	40 8 31 9
7528	30 33 24 34
7529	17 34 21 22
7530	21 18 39 17
7531	29 35 36 19
7532	32 22 28 14
7533	32 10 7 28
7534	23 12 16 19
7535	35 39 9 11
7536	11 29 3 10
7537	15 4 35 2
7538	18 27 15 24
7539	35 39 38 16
7540	31 28 21 8
7541	37 1 32 17
7542	22 28 15 19
7543	22 13 16 31
7544	21 17 18 24
7545	6 38 28 13
7546	5 38 33 25
7547	39 13 25 1
7548	13 23 6 38
7549	40 19 6 10
7550	33 8 18 36
7551	35 14 1 18
7552	1 3 13 40
7553	10 29 5 3
7554	3 28 11 4
7555	8 5 24 14
7556	25 31 1 33
7557	9 38 16 2
7558	16 19 22 28
7559	5 32 40 16
7560	23 14 39 33
7561	22 32 33 27
7562	2 6 30 22
7563	8 16 20 27
7564	34 28 10 39
7565	32 12 15 18
7566	2 13 38 33
7567	25 21 17 18
7568	5 33 3 39
7569	9 34 33 3
7570	9 17 28 15
7571	33 29 7 5
7572	37 2 40 22
7573	16 19 32 18
7574	39 9 40 14
7575	31 26 17 11
7576	39 3 12 26
7577	22 8 25 3
7578	29 27 32 31
7579	30 17 4 21
7580	24 17 31 7
7581	39 33 30 37
7582	19 18 30 29
7583	31 34 33 15
7584	25 2 35 27
7585	12 36 28 21
7586	2 33 39 10
7587	38 24 37 25
7588	32 20 5 11
7589	35 8 26 10
7590	7 5 23 15
7591	6 8 22 37
7592	40 32 25 16
7593	29 26 30 16
7594	2 3 33 10
7595	4 23 39 7
7596	25 5 27 24
7597	29 8 40 20
7598	27 4 40 14
7599	3 29 35 12
7600	3 13 33 27
7601	5 3 23 17
7602	9 36 6 39
7603	14 5 21 24
7604	9 2 11 7
7605	10 20 38 22
7606	24 16 29 28
7607	23 11 15 37
7608	7 33 20 27
7609	28 25 35 38
7610	39 5 6 17
7611	34 13 9 20
7612	6 23 17 21
7613	38 28 30 3
7614	37 21 17 12
7615	32 13 17 29
7616	4 27 8 5
7617	24 17 16 22
7618	19 10 28 32
7619	13 24 5 9
7620	4 12 13 22
7621	26 17 2 21
7622	21 12 37 33
7623	1 31 10 5
7624	12 19 27 1
7625	39 20 4 27
7626	25 23 36 11
7627	1 30 10 22
7628	18 19 4 36
7629	25 27 31 39
7630	38 24 10 17
7631	27 15 8 18
7632	5 9 26 36
7633	3 35 17 28
7634	36 19 38 37
7635	29 26 5 6
7636	35 27 33 25
7637	21 6 35 31
7638	21 12 15 36
7639	9 19 27 11
7640	27 6 9 20
7641	16 17 36 8
7642	26 5 24 7
7643	33 13 10 3
7644	29 8 20 24
7645	9 5 16 2
7646	40 33 15 9
7647	3 30 35 33
7648	3 25 35 11
7649	23 20 15 3
7650	33 27 8 34
7651	38 30 39 12
7652	1 7 32 34
7653	31 34 30 23
7654	14 11 32 19
7655	20 25 33 23
7656	20 21 10 40
7657	37 13 3 21
7658	10 22 12 5
7659	34 9 35 7
7660	20 25 23 11
7661	14 3 29 21
7662	33 3 18 13
7663	33 17 36 25
7664	35 38 28 15
7665	8 33 14 39
7666	27 14 16 40
7667	40 12 7 1
7668	22 1 3 35
7669	30 14 28 22
7670	18 38 39 20
7671	8 33 35 28
7672	35 21 30 19
7673	30 17 11 38
7674	33 32 27 21
7675	35 16 3 18
7676	28 20 9 33
7677	2 15 32 22
7678	9 27 28 16
7679	27 36 20 31
7680	5 17 15 1
7681	3 25 2 14
7682	25 8 2 16
7683	32 29 7 38
7684	40 34 16 12
7685	9 5 15 11
7686	23 2 16 38
7687	17 10 31 3
7688	9 22 23 26
7689	23 28 32 25
7690	16 12 24 28
7691	1 10 36 7
7692	32 11 31 23
7693	39 10 22 25
7694	35 11 7 23
7695	11 2 38 29
7696	36 1 32 20
7697	5 26 27 12
7698	23 32 40 18
7699	29 8 28 37
7700	16 5 27 14
7701	29 17 36 28
7702	26 40 36 12
7703	31 14 8 22
7704	7 37 19 9
7705	5 7 30 14
7706	35 10 39 38
7707	40 12 7 36
7708	2 4 14 17
7709	3 25 22 8
7710	14 2 26 37
7711	23 22 25 5
7712	36 28 13 5
7713	5 34 35 9
7714	31 37 19 23
7715	9 35 15 25
7716	20 4 35 33
7717	37 34 8 7
7718	32 7 6 9
7719	12 24 20 2
7720	32 35 27 24
7721	4 8 9 35
7722	20 6 21 5
